#id	length	GC	avg.qual	sample
SRR23295636.55320	1446	55.95	25.81	SRR23295636
SRR23295636.55321	1480	49.59	34.27	SRR23295636
SRR23295636.55322	1481	49.49	91.12	SRR23295636
SRR23295636.55323	1407	56.08	82.08	SRR23295636
SRR23295636.55324	1471	51.87	76.84	SRR23295636
SRR23295636.55325	1481	49.63	87.43	SRR23295636
SRR23295636.55326	1452	50.69	59.03	SRR23295636
SRR23295636.55327	1482	49.33	34.71	SRR23295636
SRR23295636.55328	1462	55.88	23.38	SRR23295636
SRR23295636.55329	1479	54.36	24.14	SRR23295636
SRR23295636.55330	1455	53.26	20.55	SRR23295636
SRR23295636.55331	1475	54.31	37.76	SRR23295636
SRR23295636.55332	1427	55.99	64.64	SRR23295636
SRR23295636.55333	1475	54.31	39.93	SRR23295636
SRR23295636.55334	1481	49.49	83.98	SRR23295636
SRR23295636.55335	1481	49.49	55.31	SRR23295636
SRR23295636.55336	1484	55.39	93.00	SRR23295636
SRR23295636.55337	1481	49.56	40.91	SRR23295636
SRR23295636.55338	1481	49.56	93.00	SRR23295636
SRR23295636.55339	1481	49.49	33.85	SRR23295636
SRR23295636.55340	1488	49.66	27.00	SRR23295636
SRR23295636.55341	1480	49.39	36.55	SRR23295636
SRR23295636.55342	1420	51.13	77.35	SRR23295636
SRR23295636.55343	1478	55.95	22.78	SRR23295636
SRR23295636.55344	1482	49.53	62.64	SRR23295636
SRR23295636.55345	1480	49.39	25.74	SRR23295636
SRR23295636.55346	1481	49.49	75.63	SRR23295636
SRR23295636.55347	1483	49.36	33.48	SRR23295636
SRR23295636.55348	1384	56.86	28.24	SRR23295636
SRR23295636.55349	1490	49.87	28.00	SRR23295636
SRR23295636.55350	1473	54.31	36.44	SRR23295636
SRR23295636.55351	1386	59.16	35.42	SRR23295636
SRR23295636.55352	1480	50.07	33.85	SRR23295636
SRR23295636.55353	1410	55.53	28.60	SRR23295636
SRR23295636.55354	1481	49.49	66.44	SRR23295636
SRR23295636.55355	1481	49.56	93.00	SRR23295636
SRR23295636.55356	1441	55.73	24.54	SRR23295636
SRR23295636.55357	1440	60.00	33.96	SRR23295636
SRR23295636.55358	1469	54.32	28.35	SRR23295636
SRR23295636.55359	1483	49.49	51.11	SRR23295636
SRR23295636.55360	1423	55.02	68.90	SRR23295636
SRR23295636.55361	1481	49.56	49.71	SRR23295636
SRR23295636.55362	1427	55.92	64.11	SRR23295636
SRR23295636.55363	1469	49.08	47.46	SRR23295636
SRR23295636.55364	1408	57.32	38.84	SRR23295636
SRR23295636.55365	1454	57.29	65.61	SRR23295636
SRR23295636.55366	1456	50.48	20.97	SRR23295636
SRR23295636.55367	1482	49.46	54.00	SRR23295636
SRR23295636.55368	1474	49.66	21.44	SRR23295636
SRR23295636.55369	1482	49.53	92.96	SRR23295636
SRR23295636.55370	1481	49.56	93.00	SRR23295636
SRR23295636.55371	1442	57.77	24.93	SRR23295636
SRR23295636.55372	1478	53.72	24.34	SRR23295636
SRR23295636.55373	1482	49.33	49.45	SRR23295636
SRR23295636.55374	1484	49.60	33.48	SRR23295636
SRR23295636.55375	1481	49.56	92.88	SRR23295636
SRR23295636.55376	1475	49.56	24.62	SRR23295636
SRR23295636.55377	1450	56.00	29.05	SRR23295636
SRR23295636.55378	1481	49.56	46.70	SRR23295636
SRR23295636.55379	1479	49.63	29.58	SRR23295636
SRR23295636.55380	1465	55.22	34.92	SRR23295636
SRR23295636.55381	1483	49.49	41.62	SRR23295636
SRR23295636.55382	1482	50.40	26.30	SRR23295636
SRR23295636.55384	1429	56.26	27.06	SRR23295636
SRR23295636.55385	1481	49.56	64.45	SRR23295636
SRR23295636.55386	1427	56.20	88.57	SRR23295636
SRR23295636.55387	1472	49.93	26.76	SRR23295636
SRR23295636.55388	1496	56.22	24.56	SRR23295636
SRR23295636.55389	1481	49.56	39.73	SRR23295636
SRR23295636.55390	1481	49.36	34.43	SRR23295636
SRR23295636.55391	1481	49.43	92.56	SRR23295636
SRR23295636.55392	1481	49.56	92.78	SRR23295636
SRR23295636.55393	1419	47.50	31.70	SRR23295636
SRR23295636.55394	1481	49.56	89.65	SRR23295636
SRR23295636.55395	1485	54.28	34.19	SRR23295636
SRR23295636.55396	1412	61.05	56.50	SRR23295636
SRR23295636.55397	1481	49.63	50.71	SRR23295636
SRR23295636.55398	1420	51.27	36.33	SRR23295636
SRR23295636.55399	1488	49.60	31.71	SRR23295636
SRR23295636.55400	1442	54.79	24.59	SRR23295636
SRR23295636.55401	1482	49.46	35.01	SRR23295636
SRR23295636.55402	1481	49.56	49.29	SRR23295636
SRR23295636.55403	1468	54.22	41.46	SRR23295636
SRR23295636.55404	1471	51.87	55.89	SRR23295636
SRR23295636.55405	1447	54.94	34.99	SRR23295636
SRR23295636.55406	1482	49.46	73.46	SRR23295636
SRR23295636.55407	1446	55.74	36.63	SRR23295636
SRR23295636.55408	1502	50.13	25.43	SRR23295636
SRR23295636.55409	1481	49.49	43.71	SRR23295636
SRR23295636.55410	1481	49.49	35.26	SRR23295636
SRR23295636.55411	1473	54.38	49.53	SRR23295636
SRR23295636.55412	1436	53.62	49.81	SRR23295636
SRR23295636.55413	1481	49.49	49.71	SRR23295636
SRR23295636.55414	1482	49.60	34.33	SRR23295636
SRR23295636.55415	1407	56.65	39.36	SRR23295636
SRR23295636.55416	1484	49.60	32.73	SRR23295636
SRR23295636.55417	1458	50.07	24.00	SRR23295636
SRR23295636.55418	1480	49.46	23.11	SRR23295636
SRR23295636.55419	1481	49.49	77.50	SRR23295636
SRR23295636.55420	1432	43.44	93.00	SRR23295636
SRR23295636.55421	1481	49.56	38.70	SRR23295636
SRR23295636.55422	1418	57.40	71.47	SRR23295636
SRR23295636.55423	1480	49.39	38.31	SRR23295636
SRR23295636.55424	1481	49.43	39.68	SRR23295636
SRR23295636.55425	1489	51.24	26.62	SRR23295636
SRR23295636.55426	1493	51.24	24.16	SRR23295636
SRR23295636.55427	1417	56.53	24.57	SRR23295636
SRR23295636.55428	1480	49.59	32.23	SRR23295636
SRR23295636.55429	1444	59.00	93.00	SRR23295636
SRR23295636.55430	1427	53.61	31.85	SRR23295636
SRR23295636.55431	1442	55.13	93.00	SRR23295636
SRR23295636.55432	1482	49.53	62.69	SRR23295636
SRR23295636.55433	1476	53.18	93.00	SRR23295636
SRR23295636.55434	1481	49.63	40.45	SRR23295636
SRR23295636.55435	1485	55.62	27.57	SRR23295636
SRR23295636.55436	1493	52.65	26.50	SRR23295636
SRR23295636.55437	1482	49.53	31.73	SRR23295636
SRR23295636.55438	1481	49.49	49.43	SRR23295636
SRR23295636.55439	1446	54.29	23.88	SRR23295636
SRR23295636.55440	1464	56.15	20.07	SRR23295636
SRR23295636.55441	1480	49.73	26.55	SRR23295636
SRR23295636.55442	1471	51.87	93.00	SRR23295636
SRR23295636.55444	1481	49.56	35.84	SRR23295636
SRR23295636.55445	1482	49.53	44.64	SRR23295636
SRR23295636.55446	1474	54.34	36.61	SRR23295636
SRR23295636.55447	1433	57.78	37.59	SRR23295636
SRR23295636.55448	1480	49.53	41.32	SRR23295636
SRR23295636.55449	1445	55.57	93.00	SRR23295636
SRR23295636.55450	1474	54.27	47.52	SRR23295636
SRR23295636.55451	1409	39.25	62.63	SRR23295636
SRR23295636.55452	1474	54.34	64.68	SRR23295636
SRR23295636.55453	1481	49.56	58.28	SRR23295636
SRR23295636.55454	1481	49.49	60.70	SRR23295636
SRR23295636.55455	1481	49.43	30.37	SRR23295636
SRR23295636.55456	1481	49.56	56.08	SRR23295636
SRR23295636.55457	1479	49.63	42.72	SRR23295636
SRR23295636.55458	1481	49.56	83.01	SRR23295636
SRR23295636.55459	1424	52.81	93.00	SRR23295636
SRR23295636.55460	1481	49.70	22.52	SRR23295636
SRR23295636.55461	1482	49.53	92.54	SRR23295636
SRR23295636.55462	1447	56.32	21.92	SRR23295636
SRR23295636.55463	1482	49.53	62.49	SRR23295636
SRR23295636.55464	1481	49.49	42.21	SRR23295636
SRR23295636.55465	1473	49.83	29.45	SRR23295636
SRR23295636.55466	1481	49.49	92.81	SRR23295636
SRR23295636.55467	1481	49.56	92.99	SRR23295636
SRR23295636.55468	1481	49.49	69.65	SRR23295636
SRR23295636.55469	1465	53.99	46.90	SRR23295636
SRR23295636.55470	1481	49.43	48.65	SRR23295636
SRR23295636.55471	1483	49.49	30.98	SRR23295636
SRR23295636.55472	1447	55.70	92.44	SRR23295636
SRR23295636.55473	1481	49.49	93.00	SRR23295636
SRR23295636.55474	1481	49.56	93.00	SRR23295636
SRR23295636.55475	1481	49.49	92.94	SRR23295636
SRR23295636.55476	1471	51.87	37.31	SRR23295636
SRR23295636.55477	1454	56.74	21.94	SRR23295636
SRR23295636.55478	1472	54.28	38.21	SRR23295636
SRR23295636.55479	1406	57.11	93.00	SRR23295636
SRR23295636.55480	1419	54.47	22.06	SRR23295636
SRR23295636.55481	1470	57.41	26.88	SRR23295636
SRR23295636.55482	1481	49.56	93.00	SRR23295636
SRR23295636.55483	1481	49.56	71.80	SRR23295636
SRR23295636.55484	1481	49.36	31.84	SRR23295636
SRR23295636.55485	1479	49.70	34.54	SRR23295636
SRR23295636.55486	1474	54.34	38.68	SRR23295636
SRR23295636.55487	1455	57.04	22.01	SRR23295636
SRR23295636.55489	1490	50.34	27.91	SRR23295636
SRR23295636.55490	1451	56.17	28.58	SRR23295636
SRR23295636.55491	1446	51.66	22.10	SRR23295636
SRR23295636.55492	1425	57.12	77.42	SRR23295636
SRR23295636.55493	1481	49.56	93.00	SRR23295636
SRR23295636.55494	1480	49.53	23.26	SRR23295636
SRR23295636.55495	1480	49.59	31.82	SRR23295636
SRR23295636.55496	1474	54.41	44.61	SRR23295636
SRR23295636.55497	1474	54.68	83.84	SRR23295636
SRR23295636.55498	1486	49.53	29.59	SRR23295636
SRR23295636.55499	1447	56.32	31.14	SRR23295636
SRR23295636.55500	1458	57.00	56.89	SRR23295636
SRR23295636.55501	1473	54.31	35.14	SRR23295636
SRR23295636.55502	1481	49.49	93.00	SRR23295636
SRR23295636.55503	1494	51.87	29.23	SRR23295636
SRR23295636.55504	1413	55.98	45.30	SRR23295636
SRR23295636.55505	1481	49.63	36.50	SRR23295636
SRR23295636.55506	1481	49.56	48.71	SRR23295636
SRR23295636.55507	1468	51.77	30.80	SRR23295636
SRR23295636.55508	1438	57.02	41.56	SRR23295636
SRR23295636.55509	1470	54.42	31.04	SRR23295636
SRR23295636.55510	1492	54.42	21.54	SRR23295636
SRR23295636.55511	1416	56.43	29.68	SRR23295636
SRR23295636.55512	1481	49.56	37.99	SRR23295636
SRR23295636.55513	1482	49.53	42.66	SRR23295636
SRR23295636.55514	1490	49.26	20.80	SRR23295636
SRR23295636.55515	1505	49.10	23.98	SRR23295636
SRR23295636.55516	1481	49.56	93.00	SRR23295636
SRR23295636.55517	1446	58.78	28.16	SRR23295636
SRR23295636.55518	1447	51.28	59.52	SRR23295636
SRR23295636.55519	1474	54.34	52.54	SRR23295636
SRR23295636.55520	1481	49.29	93.00	SRR23295636
SRR23295636.55521	1474	54.34	69.66	SRR23295636
SRR23295636.55522	1482	49.46	53.35	SRR23295636
SRR23295636.55523	1448	55.39	29.67	SRR23295636
SRR23295636.55524	1482	49.39	32.50	SRR23295636
SRR23295636.55525	1483	49.56	21.40	SRR23295636
SRR23295636.55526	1474	54.75	50.68	SRR23295636
SRR23295636.55527	1483	49.49	36.71	SRR23295636
SRR23295636.55528	1482	49.53	34.71	SRR23295636
SRR23295636.55529	1481	49.49	30.61	SRR23295636
SRR23295636.55530	1447	55.49	38.60	SRR23295636
SRR23295636.55531	1472	54.08	23.98	SRR23295636
SRR23295636.55532	1481	49.56	51.30	SRR23295636
SRR23295636.55533	1458	49.79	20.30	SRR23295636
SRR23295636.55534	1481	49.49	72.75	SRR23295636
SRR23295636.55535	1472	53.26	31.00	SRR23295636
SRR23295636.55536	1439	53.86	24.38	SRR23295636
SRR23295636.55537	1481	49.49	92.96	SRR23295636
SRR23295636.55538	1481	49.56	93.00	SRR23295636
SRR23295636.55539	1411	55.78	21.62	SRR23295636
SRR23295636.55540	1447	50.10	93.00	SRR23295636
SRR23295636.55541	1494	49.53	22.37	SRR23295636
SRR23295636.55542	1467	57.33	30.58	SRR23295636
SRR23295636.55543	1481	49.56	91.09	SRR23295636
SRR23295636.55544	1463	51.26	24.68	SRR23295636
SRR23295636.55545	1474	54.21	34.66	SRR23295636
SRR23295636.55546	1481	49.56	93.00	SRR23295636
SRR23295636.55547	1484	49.60	25.47	SRR23295636
SRR23295636.55548	1480	49.46	25.27	SRR23295636
SRR23295636.55549	1448	50.48	93.00	SRR23295636
SRR23295636.55550	1481	49.43	81.29	SRR23295636
SRR23295636.55551	1420	50.92	93.00	SRR23295636
SRR23295636.55552	1487	49.50	22.60	SRR23295636
SRR23295636.55553	1481	49.43	60.20	SRR23295636
SRR23295636.55554	1482	49.60	31.71	SRR23295636
SRR23295636.55555	1457	54.22	23.31	SRR23295636
SRR23295636.55556	1481	49.56	86.95	SRR23295636
SRR23295636.55557	1426	45.09	92.88	SRR23295636
SRR23295636.55558	1483	49.49	27.16	SRR23295636
SRR23295636.55559	1456	50.55	22.51	SRR23295636
SRR23295636.55560	1481	49.56	38.70	SRR23295636
SRR23295636.55561	1467	49.49	47.35	SRR23295636
SRR23295636.55562	1481	49.43	93.00	SRR23295636
SRR23295636.55563	1477	54.30	28.65	SRR23295636
SRR23295636.55564	1420	51.27	40.00	SRR23295636
SRR23295636.55565	1481	49.49	34.71	SRR23295636
SRR23295636.55566	1482	49.53	36.69	SRR23295636
SRR23295636.55567	1473	54.31	93.00	SRR23295636
SRR23295636.55568	1490	57.58	32.50	SRR23295636
SRR23295636.55569	1481	49.63	41.71	SRR23295636
SRR23295636.55570	1480	51.28	21.41	SRR23295636
SRR23295636.55571	1482	49.60	35.97	SRR23295636
SRR23295636.55572	1483	49.56	30.92	SRR23295636
SRR23295636.55573	1450	51.52	21.47	SRR23295636
SRR23295636.55574	1482	49.39	46.88	SRR23295636
SRR23295636.55575	1481	49.56	54.70	SRR23295636
SRR23295636.55576	1468	50.27	93.00	SRR23295636
SRR23295636.55577	1481	49.56	63.17	SRR23295636
SRR23295636.55579	1476	54.40	28.80	SRR23295636
SRR23295636.55580	1483	55.43	93.00	SRR23295636
SRR23295636.55581	1484	49.46	32.77	SRR23295636
SRR23295636.55582	1474	54.34	42.68	SRR23295636
SRR23295636.55583	1474	54.34	53.47	SRR23295636
SRR23295636.55584	1479	49.49	29.97	SRR23295636
SRR23295636.55585	1476	49.53	25.47	SRR23295636
SRR23295636.55586	1478	49.59	20.94	SRR23295636
SRR23295636.55587	1479	54.29	31.56	SRR23295636
SRR23295636.55588	1481	49.49	51.69	SRR23295636
SRR23295636.55589	1480	49.53	31.96	SRR23295636
SRR23295636.55590	1481	49.63	28.62	SRR23295636
SRR23295636.55591	1410	50.78	26.69	SRR23295636
SRR23295636.55592	1447	55.56	58.60	SRR23295636
SRR23295636.55593	1481	49.49	93.00	SRR23295636
SRR23295636.55594	1482	49.60	35.58	SRR23295636
SRR23295636.55595	1474	54.27	56.49	SRR23295636
SRR23295636.55596	1475	54.31	62.68	SRR23295636
SRR23295636.55597	1471	54.25	28.70	SRR23295636
SRR23295636.55598	1467	54.26	26.29	SRR23295636
SRR23295636.55599	1480	49.53	30.13	SRR23295636
SRR23295636.55600	1481	49.56	88.58	SRR23295636
SRR23295636.55602	1481	49.56	93.00	SRR23295636
SRR23295636.55603	1481	49.56	53.42	SRR23295636
SRR23295636.55604	1475	54.24	48.34	SRR23295636
SRR23295636.55605	1471	51.80	85.10	SRR23295636
SRR23295636.55606	1282	33.54	93.00	SRR23295636
SRR23295636.55607	1480	49.53	27.57	SRR23295636
SRR23295636.55608	1447	58.26	23.91	SRR23295636
SRR23295636.55609	1481	49.56	84.16	SRR23295636
SRR23295636.55610	1448	51.38	93.00	SRR23295636
SRR23295636.55611	1481	49.56	50.27	SRR23295636
SRR23295636.55612	1481	49.56	93.00	SRR23295636
SRR23295636.55613	1425	53.12	38.53	SRR23295636
SRR23295636.55614	1448	51.38	92.82	SRR23295636
SRR23295636.55615	1472	57.95	92.97	SRR23295636
SRR23295636.55616	1509	49.77	21.15	SRR23295636
SRR23295636.55617	1447	55.63	30.04	SRR23295636
SRR23295636.55618	1481	49.43	40.86	SRR23295636
SRR23295636.55619	1440	55.07	21.49	SRR23295636
SRR23295636.55620	1481	49.56	93.00	SRR23295636
SRR23295636.55621	1495	56.39	22.50	SRR23295636
SRR23295636.55622	1419	51.16	38.18	SRR23295636
SRR23295636.55623	1468	54.16	27.50	SRR23295636
SRR23295636.55624	1482	49.60	29.93	SRR23295636
SRR23295636.55625	1458	58.23	29.16	SRR23295636
SRR23295636.55626	1481	49.56	55.60	SRR23295636
SRR23295636.55627	1474	54.27	24.38	SRR23295636
SRR23295636.55628	1433	56.45	29.11	SRR23295636
SRR23295636.55629	1447	55.49	45.18	SRR23295636
SRR23295636.55630	1436	56.62	34.49	SRR23295636
SRR23295636.55631	1487	55.01	21.88	SRR23295636
SRR23295636.55632	1483	49.63	26.19	SRR23295636
SRR23295636.55633	1485	49.43	36.38	SRR23295636
SRR23295636.55634	1452	50.55	60.61	SRR23295636
SRR23295636.55635	1484	49.60	32.44	SRR23295636
SRR23295636.55636	1481	49.49	92.68	SRR23295636
SRR23295636.55637	1461	53.11	27.16	SRR23295636
SRR23295636.55638	1482	49.53	92.32	SRR23295636
SRR23295636.55639	1481	49.36	39.04	SRR23295636
SRR23295636.55640	1445	57.51	40.30	SRR23295636
SRR23295636.55641	1481	49.36	92.96	SRR23295636
SRR23295636.55642	1483	49.56	27.21	SRR23295636
SRR23295636.55643	1481	49.56	93.00	SRR23295636
SRR23295636.55644	1489	49.83	23.02	SRR23295636
SRR23295636.55646	1475	54.31	30.20	SRR23295636
SRR23295636.55647	1481	54.22	27.49	SRR23295636
SRR23295636.55648	1475	49.36	29.26	SRR23295636
SRR23295636.55649	1481	49.56	92.82	SRR23295636
SRR23295636.55650	1481	49.43	34.09	SRR23295636
SRR23295636.55651	1481	49.63	62.70	SRR23295636
SRR23295636.55652	1481	49.56	34.44	SRR23295636
SRR23295636.55653	1474	54.21	44.23	SRR23295636
SRR23295636.55654	1476	54.27	25.22	SRR23295636
SRR23295636.55655	1480	49.53	27.87	SRR23295636
SRR23295636.55656	1481	49.56	93.00	SRR23295636
SRR23295636.55657	1554	55.98	71.70	SRR23295636
SRR23295636.55658	1464	51.43	20.43	SRR23295636
SRR23295636.55659	1452	56.61	22.38	SRR23295636
SRR23295636.55660	1398	54.86	49.91	SRR23295636
SRR23295636.55661	1480	49.46	22.91	SRR23295636
SRR23295636.55662	1427	45.20	33.70	SRR23295636
SRR23295636.55663	1482	49.60	44.25	SRR23295636
SRR23295636.55664	1441	56.49	23.77	SRR23295636
SRR23295636.55665	1484	49.60	21.35	SRR23295636
SRR23295636.55667	1458	55.21	22.00	SRR23295636
SRR23295636.55668	1481	49.56	51.71	SRR23295636
SRR23295636.55669	1490	49.33	26.65	SRR23295636
SRR23295636.55670	1456	55.91	27.34	SRR23295636
SRR23295636.55671	1488	50.60	20.83	SRR23295636
SRR23295636.55672	1482	49.39	29.23	SRR23295636
SRR23295636.55673	1481	49.56	36.68	SRR23295636
SRR23295636.55674	1474	54.34	33.59	SRR23295636
SRR23295636.55675	1445	56.12	26.41	SRR23295636
SRR23295636.55676	1480	49.39	42.69	SRR23295636
SRR23295636.55677	1468	50.61	27.51	SRR23295636
SRR23295636.55678	1488	55.51	31.06	SRR23295636
SRR23295636.55679	1489	51.38	31.78	SRR23295636
SRR23295636.55680	1482	54.39	33.11	SRR23295636
SRR23295636.55681	1482	49.53	27.45	SRR23295636
SRR23295636.55682	1487	50.37	26.10	SRR23295636
SRR23295636.55683	1486	49.60	28.43	SRR23295636
SRR23295636.55684	1474	54.34	31.90	SRR23295636
SRR23295636.55685	1448	56.01	27.84	SRR23295636
SRR23295636.55686	1444	52.63	21.74	SRR23295636
SRR23295636.55687	1447	55.36	93.00	SRR23295636
SRR23295636.55688	1481	49.56	93.00	SRR23295636
SRR23295636.55689	1481	49.49	25.57	SRR23295636
SRR23295636.55690	1481	49.56	91.16	SRR23295636
SRR23295636.55691	1432	55.52	27.29	SRR23295636
SRR23295636.55692	1493	49.50	21.30	SRR23295636
SRR23295636.55693	1393	51.83	82.97	SRR23295636
SRR23295636.55694	1481	49.56	83.25	SRR23295636
SRR23295636.55695	1485	52.66	21.65	SRR23295636
SRR23295636.55696	1474	54.34	25.69	SRR23295636
SRR23295636.55697	1482	49.46	38.17	SRR23295636
SRR23295636.55698	1480	49.46	26.30	SRR23295636
SRR23295636.55699	1452	56.61	27.82	SRR23295636
SRR23295636.55700	1483	49.49	35.97	SRR23295636
SRR23295636.55701	1475	52.61	93.00	SRR23295636
SRR23295636.55702	1479	54.16	29.93	SRR23295636
SRR23295636.55703	1481	49.56	46.14	SRR23295636
SRR23295636.55704	1476	54.40	38.16	SRR23295636
SRR23295636.55705	1482	49.39	43.48	SRR23295636
SRR23295636.55706	1416	50.99	45.51	SRR23295636
SRR23295636.55707	1483	49.56	35.41	SRR23295636
SRR23295636.55708	1429	54.72	22.99	SRR23295636
SRR23295636.55709	1475	54.31	30.47	SRR23295636
SRR23295636.55710	1442	55.34	30.35	SRR23295636
SRR23295636.55711	1474	49.73	27.25	SRR23295636
SRR23295636.55712	1451	55.69	21.74	SRR23295636
SRR23295636.55713	1472	54.28	35.30	SRR23295636
SRR23295636.55714	1480	49.53	26.01	SRR23295636
SRR23295636.55715	1482	49.46	34.26	SRR23295636
SRR23295636.55716	1481	49.49	39.84	SRR23295636
SRR23295636.55717	1470	50.88	24.65	SRR23295636
SRR23295636.55718	1481	49.49	38.71	SRR23295636
SRR23295636.55719	1494	50.80	28.92	SRR23295636
SRR23295636.55720	1393	53.91	35.44	SRR23295636
SRR23295636.55721	1435	56.10	27.87	SRR23295636
SRR23295636.55722	1428	55.67	90.26	SRR23295636
SRR23295636.55723	1479	49.49	49.68	SRR23295636
SRR23295636.55724	1475	49.42	22.08	SRR23295636
SRR23295636.55725	1482	49.46	30.97	SRR23295636
SRR23295636.55726	1474	54.27	37.14	SRR23295636
SRR23295636.55727	1482	49.46	26.81	SRR23295636
SRR23295636.55728	1479	49.43	29.99	SRR23295636
SRR23295636.55729	1481	49.49	73.32	SRR23295636
SRR23295636.55730	1481	49.43	91.46	SRR23295636
SRR23295636.55731	1440	56.46	72.03	SRR23295636
SRR23295636.55732	1488	51.55	59.39	SRR23295636
SRR23295636.55733	1481	49.49	58.07	SRR23295636
SRR23295636.55734	1441	49.13	40.07	SRR23295636
SRR23295636.55735	1482	49.39	34.63	SRR23295636
SRR23295636.55736	1428	55.04	30.68	SRR23295636
SRR23295636.55737	1485	49.63	32.56	SRR23295636
SRR23295636.55738	1481	49.56	58.59	SRR23295636
SRR23295636.55739	1444	58.80	93.00	SRR23295636
SRR23295636.55740	1485	49.43	42.38	SRR23295636
SRR23295636.55741	1478	49.53	29.84	SRR23295636
SRR23295636.55742	1481	49.56	38.70	SRR23295636
SRR23295636.55743	1481	49.36	93.00	SRR23295636
SRR23295636.55744	1485	49.36	30.98	SRR23295636
SRR23295636.55745	1482	49.46	33.11	SRR23295636
SRR23295636.55746	1442	58.04	93.00	SRR23295636
SRR23295636.55747	1481	49.56	92.87	SRR23295636
SRR23295636.55748	1445	60.48	35.39	SRR23295636
SRR23295636.55749	1282	33.39	82.47	SRR23295636
SRR23295636.55750	1481	49.63	43.56	SRR23295636
SRR23295636.55751	1481	49.49	43.32	SRR23295636
SRR23295636.55752	1475	54.31	37.93	SRR23295636
SRR23295636.55753	1452	53.99	32.75	SRR23295636
SRR23295636.55754	1450	55.86	28.71	SRR23295636
SRR23295636.55755	1449	55.07	36.58	SRR23295636
SRR23295636.55756	1481	49.56	73.04	SRR23295636
SRR23295636.55757	1477	49.56	27.62	SRR23295636
SRR23295636.55758	1481	49.56	93.00	SRR23295636
SRR23295636.55759	1479	54.16	42.87	SRR23295636
SRR23295636.55760	1475	54.17	53.16	SRR23295636
SRR23295636.55761	1484	49.46	31.13	SRR23295636
SRR23295636.55762	1446	55.60	35.76	SRR23295636
SRR23295636.55763	1481	49.36	92.70	SRR23295636
SRR23295636.55764	1421	51.23	34.14	SRR23295636
SRR23295636.55765	1484	54.38	22.03	SRR23295636
SRR23295636.55766	1483	49.56	47.10	SRR23295636
SRR23295636.55767	1426	53.30	41.79	SRR23295636
SRR23295636.55768	1482	49.60	41.57	SRR23295636
SRR23295636.55769	1489	49.70	22.06	SRR23295636
SRR23295636.55770	1474	54.27	37.05	SRR23295636
SRR23295636.55771	1481	49.49	52.71	SRR23295636
SRR23295636.55772	1474	54.27	39.68	SRR23295636
SRR23295636.55773	1481	49.49	33.98	SRR23295636
SRR23295636.55774	1492	49.53	23.24	SRR23295636
SRR23295636.55775	1473	54.31	42.47	SRR23295636
SRR23295636.55776	1447	50.10	34.79	SRR23295636
SRR23295636.55777	1481	49.43	47.69	SRR23295636
SRR23295636.55778	1489	49.36	21.57	SRR23295636
SRR23295636.55779	1491	49.63	26.79	SRR23295636
SRR23295636.55780	1505	55.28	56.77	SRR23295636
SRR23295636.55781	1481	49.49	92.97	SRR23295636
SRR23295636.55782	1476	55.56	92.95	SRR23295636
SRR23295636.55783	1465	54.95	29.13	SRR23295636
SRR23295636.55784	1420	58.17	71.04	SRR23295636
SRR23295636.55785	1483	49.83	49.86	SRR23295636
SRR23295636.55787	1395	56.92	27.51	SRR23295636
SRR23295636.55788	1468	54.02	27.86	SRR23295636
SRR23295636.55789	1483	49.63	35.71	SRR23295636
SRR23295636.55790	1482	49.53	60.87	SRR23295636
SRR23295636.55791	1484	54.25	28.28	SRR23295636
SRR23295636.55792	1460	56.03	20.36	SRR23295636
SRR23295636.55793	1474	54.34	92.96	SRR23295636
SRR23295636.55794	1481	49.36	33.10	SRR23295636
SRR23295636.55795	1481	49.56	48.01	SRR23295636
SRR23295636.55796	1488	50.60	28.20	SRR23295636
SRR23295636.55797	1471	54.25	27.00	SRR23295636
SRR23295636.55798	1459	49.83	22.09	SRR23295636
SRR23295636.55799	1479	54.29	27.12	SRR23295636
SRR23295636.55800	1481	49.56	61.44	SRR23295636
SRR23295636.55801	1482	49.53	50.16	SRR23295636
SRR23295636.55802	1499	55.30	28.97	SRR23295636
SRR23295636.55803	1474	54.34	56.68	SRR23295636
SRR23295636.55804	1481	49.49	35.70	SRR23295636
SRR23295636.55805	1472	54.14	23.49	SRR23295636
SRR23295636.55806	1455	54.57	29.14	SRR23295636
SRR23295636.55807	1481	49.49	93.00	SRR23295636
SRR23295636.55808	1416	51.27	24.81	SRR23295636
SRR23295636.55809	1447	55.63	93.00	SRR23295636
SRR23295636.55810	1409	58.41	64.55	SRR23295636
SRR23295636.55811	1520	46.97	33.93	SRR23295636
SRR23295636.55812	1478	49.32	24.69	SRR23295636
SRR23295636.55813	1485	49.49	29.84	SRR23295636
SRR23295636.55814	1481	49.49	53.70	SRR23295636
SRR23295636.55815	1495	50.90	24.95	SRR23295636
SRR23295636.55816	1477	54.30	34.43	SRR23295636
SRR23295636.55817	1421	53.84	49.55	SRR23295636
SRR23295636.55818	1481	49.56	38.71	SRR23295636
SRR23295636.55819	1482	49.46	47.72	SRR23295636
SRR23295636.55820	1474	54.41	41.01	SRR23295636
SRR23295636.55821	1481	49.49	31.11	SRR23295636
SRR23295636.55822	1433	59.25	78.33	SRR23295636
SRR23295636.55823	1481	49.49	30.43	SRR23295636
SRR23295636.55824	1481	49.43	93.00	SRR23295636
SRR23295636.55825	1477	49.49	26.01	SRR23295636
SRR23295636.55826	1481	49.56	53.49	SRR23295636
